Light,Pressure,X,Y,Z
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.04,-9.14
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.04,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.12,-9.14
0,0,0.67,-0.04,-9.14
0,0,0.67,-0.04,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.08,-9.06
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.63,-0.04,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.04,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.63,-0.08,-9.14
0,0,0.63,-0.08,-9.06
0,0,0.67,-0.04,-9.14
0,0,0.63,-0.08,-9.18
0,0,0.67,-0.04,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.18
0,0,0.63,-0.12,-9.1
0,0,0.71,-0.04,-9.1
0,0,0.67,-0.04,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.04,-9.1
0,0,0.67,-0.08,-9.02
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.12,-9.14
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.63,-0.08,-9.14
0,0,0.63,-0.08,-9.14
0,0,0.71,-0.12,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.63,-0.04,-9.06
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.04,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.12,-9.14
0,0,0.71,-0.12,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.12,-9.18
0,0,0.67,-0.12,-9.18
0,0,0.63,-0.12,-9.1
0,0,0.71,-0.08,-9.1
0,0,0.71,-0.08,-9.14
0,0,0.63,-0.12,-9.1
0,0,0.67,-0.04,-9.06
0,0,0.67,-0.04,-9.14
0,0,0.63,-0.12,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.63,-0.12,-9.1
0,0,0.71,-0.04,-9.06
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.04,-9.06
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.08,-9.14
0,0,0.71,-0.12,-9.1
0,0,0.67,-0.08,-9.18
0,0,0.75,-0.04,-9.1
0,0,0.67,-0.12,-9.06
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.04,-9.14
0,0,0.71,-0.08,-9.02
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.04,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.04,-9.14
0,0,0.63,-0.12,-9.14
0,0,0.71,-0.12,-9.1
0,0,0.67,-0.16,-9.1
0,0,0.63,-0.08,-9.06
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.04,-9.1
0,0,0.71,-0.08,-9.14
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.08,-9.18
0,0,0.71,-0.04,-9.14
0,0,0.63,-0.12,-9.1
0,0,0.67,-0.08,-9.18
0,0,0.71,-0.16,-9.14
0,0,0.63,-0.04,-9.1
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.75,-0.08,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.08,-9.1
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.04,-9.14
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.04,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.06
0,0,0.71,-0.16,-9.1
0,0,0.71,-0.08,-9.1
0,0,0.71,-0.12,-9.1
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.16,-9.1
0,0,0.67,-0.04,-9.1
0,0,0.71,-0.16,-9.1
0,0,0.67,-0.16,-9.14
0,0,0.67,-0.12,-9.06
0,0,0.67,-0.04,-9.06
0,0,0.67,-0.04,-9.18
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.18
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.12,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.12,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.04,-9.1
0,0,0.71,-0.08,-9.1
0,0,0.71,-0.08,-9.06
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.08,-9.18
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.12,-9.18
0,0,0.67,-0.04,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.06
0,0,0.63,-0.08,-9.06
0,0,0.71,-0.12,-9.1
0,0,0.63,-0.04,-9.14
0,0,0.67,-0.16,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.08,-9.18
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.12,-9.14
0,0,0.71,-0.08,-9.14
0,0,0.71,-0.08,-9.14
0,0,0.63,-0.12,-9.14
0,0,0.71,-0.12,-9.06
0,0,0.63,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.63,-0.08,-9.06
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.12,-9.1
0,0,0.71,-0.08,-9.14
0,0,0.63,-0.12,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.04,-9.1
0,0,0.63,-0.12,-9.14
0,0,0.71,-0.08,-9.14
0,0,0.71,-0.12,-9.14
0,0,0.71,-0.08,-9.14
0,0,0.63,-0.04,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.04,-9.1
0,0,0.71,-0.12,-9.18
0,0,0.63,-0.08,-9.06
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.04,-9.18
0,0,0.67,-0.04,-9.06
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.12,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.08,-9.06
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.12,-9.18
0,0,0.71,-0.08,-9.06
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.63,-0.08,-9.1
0,0,0.71,-0.12,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.71,-0.08,-9.14
0,0,0.63,-0.08,-9.18
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.08,-9.06
0,0,0.71,-0.04,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.06
0,0,0.63,-0.08,-9.18
0,0,0.67,-0.04,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.12,-9.06
0,0,0.67,-0.04,-9.14
0,0,0.63,-0.04,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.04,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.12,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.12,-9.06
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.12,-9.1
0,0,0.71,-0.12,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.12,-9.18
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.63,-0.04,-9.14
0,0,0.67,-0.08,-9.06
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.04,-9.14
0,0,0.67,-0.04,-9.1
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.08,-9.06
0,0,0.67,-0.12,-9.02
0,0,0.71,-0.08,-9.1
0,0,0.71,-0.04,-9.1
0,0,0.67,-0.12,-9.18
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.08,-9.1
65,0,0.67,-0.08,-9.1
61,0,0.63,-0.12,-9.14
35,0,0.67,-0.08,-9.1
1456,0,0.67,-0.08,-9.06
2070,0,0.63,-0.08,-9.02
2102,0,0.67,-0.08,-9.06
2065,0,0.67,-0.08,-9.06
2108,0,0.67,-0.08,-9.06
2159,0,0.63,-0.08,-9.06
2166,0,0.67,-0.04,-9.14
2144,0,0.63,-0.12,-9.1
2131,0,0.67,-0.12,-9.1
2112,0,0.71,-0.08,-9.14
2107,0,0.63,-0.16,-9.14
2133,0,0.67,-0.12,-9.1
2126,0,0.67,-0.12,-9.1
2126,0,0.71,-0.12,-9.14
2112,0,0.63,-0.04,-9.02
2065,0,0.67,-0.08,-9.1
1484,0,0.59,-0.04,-9.1
554,0,0.67,-0.12,-9.14
165,0,0.67,-0.12,-9.1
141,0,0.71,-0.16,-9.1
210,0,0.63,-0.08,-9.14
217,0,0.67,-0.12,-9.1
215,0,0.67,-0.08,-9.06
235,0,0.71,-0.08,-9.14
238,0,0.67,-0.08,-9.14
230,0,0.67,-0.12,-9.14
246,0,0.71,-0.12,-9.14
251,0,0.67,-0.12,-9.06
256,0,0.63,-0.08,-9.14
255,0,0.63,-0.08,-9.1
256,0,0.63,-0.08,-9.14
256,0,0.67,-0.12,-9.1
247,0,0.63,-0.04,-9.1
410,0,0.67,-0.16,-9.14
395,0,0.67,-0.04,-9.14
165,0,0.63,-0.08,-9.06
141,0,0.63,-0.04,-9.14
61,0,0.63,-0.08,-9.14
53,0,0.67,-0.08,-9.22
0,0,0.67,-0.16,-9.1
0,0,0.71,-0.12,-9.06
0,0,0.75,-0.12,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.71,-0.08,-9.1
16,0,0.67,-0.12,-9.14
97,0,0.67,-0.04,-9.1
97,0,0.67,-0.04,-9.14
112,0,0.71,-0.08,-9.1
112,0,0.67,-0.16,-9.1
103,0,0.71,-0.04,-9.06
112,0,0.67,-0.08,-9.18
124,0,0.71,-0.04,-9.14
124,0,0.67,-0.12,-9.14
112,0,0.71,-0.08,-9.14
112,0,0.67,-0.12,-9.14
114,0,0.67,-0.08,-9.1
113,0,0.67,-0.08,-9.1
116,0,0.71,-0.08,-9.06
119,0,0.63,-0.08,-9.1
119,0,0.67,-0.12,-9.14
118,0,0.67,-0.08,-9.1
113,0,0.71,-0.12,-9.06
118,0,0.63,-0.08,-9.06
122,0,0.71,-0.08,-9.06
115,0,0.71,-0.08,-9.1
117,0,0.67,-0.12,-9.1
112,0,0.67,-0.08,-9.14
117,0,0.71,-0.08,-9.18
106,0,0.67,-0.12,-9.14
112,0,0.67,-0.08,-9.1
112,0,0.75,-0.12,-9.1
114,0,0.71,-0.12,-9.1
114,0,0.63,-0.04,-9.06
119,0,0.67,-0.12,-9.1
118,0,0.71,-0.08,-9.1
122,0,0.71,-0.12,-9.18
117,0,0.63,-0.12,-9.18
112,0,0.63,-0.08,-9.1
114,0,0.67,-0.08,-9.14
112,0,0.63,-0.08,-9.1
107,0,0.67,-0.08,-9.14
112,0,0.67,-0.04,-9.14
115,0,0.67,-0.16,-9.18
115,0,0.67,-0.12,-9.1
112,0,0.63,-0.08,-9.1
112,0,0.67,-0.08,-9.06
113,0,0.67,-0.12,-9.1
112,0,0.63,-0.04,-9.06
113,0,0.63,-0.08,-9.1
112,0,0.67,-0.08,-9.14
107,0,0.67,-0.08,-9.1
111,0,0.67,-0.08,-9.1
98,0,0.71,-0.04,-9.18
0,0,0.71,-0.04,-9.14
0,0,0.67,-0.12,-9.14
0,0,0.71,-0.12,-9.1
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.16,-9.06
0,0,0.71,-0.12,-9.14
53,0,0.71,-0.08,-9.14
55,0,0.67,-0.08,-9.1
45,0,0.67,-0.08,-9.1
48,0,0.71,-0.12,-9.1
77,0,0.63,-0.08,-9.1
99,0,0.67,-0.12,-9.1
112,0,0.63,-0.04,-9.06
123,0,0.67,-0.08,-9.1
133,2192,0.75,-0.12,-9.26
139,2227,0.51,-0.08,-8.83
128,2174,0.75,-0.08,-9.1
131,2839,0.67,-0.04,-9.06
138,2064,0.82,-0.2,-9.22
144,1521,0.47,-0.2,-8.87
147,333,0.67,-0.12,-8.98
160,99,0.71,-0.16,-9.14
156,287,0.59,-0.12,-9.1
158,617,0.63,-0.08,-9.18
157,1485,0.67,-0.2,-9.1
158,0,0.67,-0.08,-9.18
148,0,0.63,-0.08,-9.1
139,0,0.71,-0.08,-9.1
103,0,0.63,-0.08,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.63,-0.08,-9.14
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.12,-9.14
0,0,0.63,-0.08,-9.06
0,0,0.63,-0.12,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.12,-9.18
0,0,0.67,-0.04,-9.18
0,0,0.71,-0.12,-9.14
0,0,0.71,-0.12,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.14
0,0,0.75,-0.12,-9.1
0,0,0.63,-0.08,-9.14
0,0,0.63,-0.08,-9.06
0,1587,0.67,-0.04,-9.14
0,2192,0.67,-0.12,-9.06
0,2025,0.71,-0.12,-9.18
0,2204,0.75,-0.16,-9.14
0,1982,0.71,-0.16,-9.14
0,2114,0.67,-0.04,-9.1
0,3033,0.71,-0.12,-9.1
0,4029,0.63,-0.04,-9.14
0,4034,0.59,-0.2,-9.14
0,3941,0.63,-0.16,-9.26
0,3819,0.67,-0.12,-9.18
0,3696,0.67,-0.16,-9.18
0,2456,0.67,-0.2,-9.22
0,1925,0.59,-0.12,-9.18
0,1835,0.47,-0.2,-8.83
0,2431,0.75,-0.12,-9.22
0,2848,0.63,-0.12,-9.06
0,3718,0.67,-0.08,-9.02
0,3615,0.78,-0.2,-9.18
0,3725,0.55,-0.12,-9.06
0,3511,0.67,-0.2,-9.22
0,3595,0.63,-0.16,-9.14
0,3483,0.63,-0.2,-9.1
0,0,0.78,-0.27,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.04,-9.1
0,0,0.63,-0.12,-9.1
0,2161,0.71,-0.08,-9.18
0,2192,0.63,-0.08,-9.14
0,3062,0.63,-0.08,-9.1
0,3265,0.71,-0.16,-9.1
0,3294,0.67,-0.08,-9.14
0,3382,0.67,-0.16,-9.1
0,3724,0.71,-0.12,-9.14
0,3921,0.63,-0.08,-9.18
0,4026,0.59,-0.12,-9.06
0,4006,0.67,-0.16,-9.14
0,3920,0.59,-0.16,-9.1
0,3892,0.67,-0.16,-9.18
0,3925,0.51,-0.12,-8.98
0,3730,0.67,-0.24,-9.14
0,658,0.51,-0.12,-8.9
0,0,0.75,-0.12,-9.14
0,4095,0.24,-0.55,-8.71
0,1780,0.75,-0.16,-9.22
0,2416,0.59,-0.2,-9.02
0,1603,0.67,-0.08,-9.06
0,1935,0.63,-0.08,-9.1
0,2317,0.71,-0.16,-9.06
0,2381,0.59,-0.04,-9.1
0,276,0.67,-0.04,-9.1
0,2906,0.9,-0.31,-9.53
0,3131,0.82,0,-8.98
0,3153,0.71,-0.04,-9.1
0,3037,0.63,-0.04,-9.22
0,3059,0.63,-0.2,-9.14
0,1851,0.71,-0.08,-9.22
0,32,0.67,-0.04,-9.02
0,0,0.67,-0.12,-9.1
0,0,0.63,-0.12,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.06
0,2896,0.9,-0.12,-9.45
0,2901,0.75,0,-9.1
0,1426,0.67,-0.04,-9.14
0,0,0.63,-0.2,-9.06
0,0,0.67,-0.04,-9.1
0,0,0.67,-0.12,-9.18
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.16,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.63,-0.04,-9.14
0,0,0.71,-0.08,-9.14
0,0,0.67,-0.04,-9.1
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.63,-0.16,-9.14
0,0,0.67,-0.16,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.63,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.12,-9.18
0,0,0.67,-0.08,-9.14
0,0,0.63,-0.12,-9.06
0,0,0.67,-0.04,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.08,-9.1
0,0,0.71,-0.04,-9.14
0,0,0.63,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.08,-9.14
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.63,-0.08,-9.1
0,0,0.63,-0.12,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.04,-9.1
0,0,0.67,-0.12,-9.06
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.08,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.14
0,0,0.67,-0.12,-9.22
0,0,0.71,-0.16,-9.1
0,0,0.67,-0.08,-9.06
0,0,0.71,-0.08,-9.14
0,0,0.67,-0.16,-9.14
0,0,0.63,-0.04,-9.1
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.04,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.18
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.63,-0.08,-9.06
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.12,-9.14
0,0,0.63,-0.12,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.63,-0.04,-9.14
0,0,0.67,-0.12,-9.06
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.08,-9.06
0,0,0.63,-0.12,-9.1
0,0,0.63,-0.12,-9.1
0,0,0.67,-0.08,-9.18
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.04,-9.14
0,0,0.63,-0.04,-9.14
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.12,-9.06
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.08,-9.1
0,0,0.63,-0.08,-9.06
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.04,-9.06
0,0,0.71,-0.04,-9.06
0,0,0.71,-0.12,-9.1
0,0,0.71,-0.12,-9.06
0,0,0.67,-0.12,-9.06
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.04,-9.06
0,0,0.63,-0.08,-9.06
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.04,-9.1
0,0,0.67,-0.12,-9.06
0,0,0.71,-0.12,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.04,-9.1
0,0,0.67,-0.08,-9.18
0,0,0.71,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.63,-0.08,-9.14
0,0,0.67,-0.16,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.04,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.63,-0.16,-9.1
0,0,0.71,-0.12,-9.18
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.08,-9.02
0,0,0.63,-0.08,-9.14
0,0,0.63,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.12,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.16,-9.1
0,0,0.67,-0.16,-9.06
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.12,-9.14
0,0,0.63,-0.04,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.08,-9.06
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.16,-9.18
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.08,-9.06
0,0,0.71,-0.16,-9.1
0,0,0.63,-0.08,-9.1
0,0,0.63,-0.12,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.75,-0.12,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.12,-9.18
0,0,0.71,-0.12,-9.18
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.08,-9.1
0,0,0.71,-0.12,-9.02
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.12,-9.14
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.04,-9.18
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.2,-9.22
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.12,-9.14
0,0,0.71,-0.12,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.08,-9.02
0,0,0.75,-0.12,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.75,-0.08,-9.02
0,0,0.71,-0.08,-9.06
0,0,0.67,-0.12,-9.06
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.08,-9.06
0,0,0.71,-0.12,-9.1
0,0,0.67,-0.04,-9.14
0,0,0.67,-0.04,-9.18
0,0,0.67,-0.12,-9.14
0,0,0.63,-0.08,-9.06
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.08,-9.06
0,0,0.63,-0.12,-9.1
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.12,-9.14
0,0,0.63,-0.12,-9.06
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.08,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.04,-9.14
0,0,0.67,-0.12,-9.06
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.12,-9.06
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.12,-9.14
0,0,0.71,-0.04,-9.06
0,0,0.67,-0.12,-9.14
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.12,-9.06
0,0,0.63,-0.12,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.59,-0.08,-9.1
0,0,0.75,-0.12,-9.1
0,0,0.63,-0.12,-9.18
0,0,0.67,-0.12,-9.1
0,0,0.63,-0.04,-9.06
0,0,0.71,-0.12,-9.14
0,0,0.63,-0.12,-9.14
0,0,0.67,-0.12,-9.14
0,0,0.71,-0.08,-9.06
0,0,0.67,-0.12,-9.14
0,0,0.63,-0.12,-9.14
0,0,0.67,-0.08,-9.18
0,0,0.63,-0.12,-9.06
0,0,0.67,-0.12,-9.14
0,0,0.71,-0.16,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.71,-0.08,-9.14
0,0,0.63,-0.12,-9.14
0,0,0.71,-0.08,-9.18
0,0,0.63,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.08,-9.06
0,0,0.63,-0.12,-9.1
0,0,0.67,-0.12,-9.1
0,0,0.71,-0.08,-9.14
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.08,-9.1
0,0,0.63,-0.08,-9.14
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.71,-0.12,-9.14
0,0,0.67,-0.12,-9.06
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.14
0,0,0.67,-0.04,-9.14
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.12,-9.14
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.16,-9.1
0,0,0.67,-0.08,-9.06
0,0,0.67,-0.12,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.08,-9.18
0,0,0.63,0,-9.14
0,0,0.63,-0.08,-9.02
0,0,0.67,-0.08,-9.1
0,0,0.63,-0.08,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.12,-9.1
0,0,0.67,-0.08,-9.14
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.08,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.71,-0.12,-9.1
0,0,0.63,-0.08,-9.18
0,0,0.67,-0.08,-9.14
0,0,0.67,-0.08,-9.1
0,0,0.71,-0.08,-9.1
0,0,0.59,-0.08,-9.14
0,0,0.67,-0.08,-9.14
0,0,0.71,-0.08,-9.1
0,0,0.67,-0.08,-9.18
0,0,0.63,-0.08,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.71,-0.04,-9.1
0,0,0.67,-0.12,-9.14
0,0,0.63,-0.08,-9.1
